9606	ENSP00000317379	GLS	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000349708	ZMYM6	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000349709	RAET1E	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000350961	TMEM261	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000298861	AGBL2	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000349250	ARL4A	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000343577	TPSAB1	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000259791	HIST1H2AB	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000344961	PLEKHG7	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000317376	MRPS11	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000349705	TOP3B	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000313869	GORASP1	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000350967	ELP2	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000286049	XAGE2B	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000266771	SLC15A4	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000387426	CYHR1	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000391817	ZNF783	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000340402	SLC15A5	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000162749	TNFRSF1A	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000217169	BIRC7	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000268919	KIF2B	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000383330	KCNJ6	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000383333	MORC3	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000359364	YTHDF1	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000407291	RNF39	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000359368	RPAP2	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000310360	DNAL1	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000258774	HUS1	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000342374	SNRPD2	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000296255	RPN1	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000344967	SPRY4	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000375053	TMEM203	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000320378	SLC7A8	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000205061	GLG1	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000201031	TFAP2C	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000333496	KCND2	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000353847	WWTR1	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000320376	P2RY13	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000333490	URAD	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000417257	FNDC3A	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000266517	ETNK1	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000194130	SLC13A1	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000273512	NCEH1	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000352706	HIBCH	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000280749	C12orf45	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000362063	CSTF2	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000332018	CTAG1A	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000361467	DLG5	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000376213	KIAA1683	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000296702	TCERG1	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000359546	SPANXD	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000406219	PPT2	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000386959	CAPS2	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000337008	ZNF644	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000304854	NUDCD2	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000229329	CMAS	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000304858	ORMDL3	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000370254	AKR1C1	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000408670	ATP6V1G2	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000365877	SUV39H1	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000412027	PSMB9	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000330523	CTHRC1	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000365725	ABHD12	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000245441	NIN	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000333725	ZNF26	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000333724	OR6X1	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000333727	A3GALT2	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000353656	CDH4	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000253799	AOC2	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000316426	MLLT6	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000376139	WDR45B	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000296449	CCDC36	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000310814	STARD6	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000296444	SHISA5	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000253792	ACLY	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000407925	RIMBP3B	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000253794	VPS25	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000296440	PLXNB1	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000221700	CYP4F2	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000329568	NLRP7	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000301318	ZFP28	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000230538	LAMA4	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000353044	OR2L3	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000386050	RPS6KA2	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000390630	RIMBP3C	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000301310	ZNF582	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000258679	PLEKHA8	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000408583	EHMT2	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000346839	FN1	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000250113	FXR2	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000341285	HNRNPA1L2	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000250111	ATP1B2	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000341282	SYCE1	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000215838	TCN2	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000314480	UNCX	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000381863	USP19	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000358099	RGS10	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000408581	TMEM132D	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000215832	MAPK1	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000341289	TUBB4B	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000254323	ZSWIM4	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000251241	DHX40	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000359361	DDX43	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000402240	KIAA1432	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000405295	HLA-DRA	HGNC symbol (Biomart, HGNC, Uniprot)
9606	ENSP00000402244	RHPN2	HGNC symbol (Biomart, HGNC, Uniprot)
